x_idx,y_idx,T,qx,qy
23,3,0.764884,-1.78439e-05,0.000990865
23,4,0.758931,-2.27565e-05,0.000988063
23,5,0.752998,-2.71762e-05,0.000984672
23,6,0.747086,-3.10338e-05,0.000980795
23,7,0.741199,-3.42838e-05,0.000976538
23,8,0.735338,-3.69039e-05,0.000972013
23,9,0.729506,-3.8893e-05,0.000967325
23,10,0.723701,-4.02691e-05,0.000962572
23,11,0.717926,-4.10649e-05,0.000957842
23,12,0.712178,-4.13247e-05,0.000953209
23,13,0.706458,-4.11005e-05,0.000948734
23,14,0.700765,-4.04488e-05,0.000944467
23,15,0.695096,-3.94276e-05,0.000940441
23,16,0.689451,-3.80943e-05,0.000936682
23,17,0.683828,-3.65036e-05,0.000933203
23,18,0.678224,-3.47067e-05,0.000930009
23,19,0.67264,-3.275e-05,0.0009271
23,20,0.667071,-3.06749e-05,0.000924469
23,21,0.661518,-2.85177e-05,0.000922104
23,22,0.655978,-2.63099e-05,0.000919992
23,23,0.65045,-2.40779e-05,0.000918118
23,24,0.644933,-2.18437e-05,0.000916465
23,25,0.639425,-1.96254e-05,0.000915015
23,26,0.633925,-1.74373e-05,0.000913752
23,27,0.628432,-1.52909e-05,0.000912659
23,28,0.622946,-1.31945e-05,0.000911719
23,29,0.617464,-1.11545e-05,0.000910919
23,30,0.611987,-9.17497e-06,0.000910242
23,31,0.606514,-7.25848e-06,0.000909678
23,32,0.601044,-5.40619e-06,0.000909213
23,33,0.595576,-3.61813e-06,0.000908837
23,34,0.59011,-1.89338e-06,0.00090854
23,35,0.584646,-2.30315e-07,0.000908313
23,36,0.579183,1.3733e-06,0.000908149
23,37,0.573721,2.92016e-06,0.000908041
23,38,0.568259,4.41328e-06,0.000907982
23,39,0.562798,5.85598e-06,0.000907968
23,40,0.557336,7.25174e-06,0.000907993
23,41,0.551875,8.6042e-06,0.000908054
23,42,0.546412,9.91705e-06,0.000908148
23,43,0.540949,1.11941e-05,0.000908272
23,44,0.535486,1.2439e-05,0.000908423
23,45,0.530021,1.36557e-05,0.000908601
23,46,0.524555,1.48478e-05,0.000908803
23,47,0.519088,1.60191e-05,0.000909028
23,48,0.51362,1.71733e-05,0.000909277
23,49,0.508149,1.83139e-05,0.00090955
23,50,0.502678,1.94446e-05,0.000909845
23,51,0.497204,2.05688e-05,0.000910165
23,52,0.491728,2.169e-05,0.000910511
23,53,0.48625,2.28114e-05,0.000910882
23,54,0.48077,2.39364e-05,0.000911282
23,55,0.475288,2.5068e-05,0.000911712
23,56,0.469802,2.62094e-05,0.000912175
23,57,0.464314,2.73633e-05,0.000912673
23,58,0.458823,2.85327e-05,0.00091321
23,59,0.453328,2.972e-05,0.000913789
23,60,0.44783,3.09276e-05,0.000914414
23,61,0.442327,3.21578e-05,0.000915091
23,62,0.436821,3.34123e-05,0.000915824
23,63,0.43131,3.46927e-05,0.000916618
23,64,0.425794,3.60001e-05,0.00091748
23,65,0.420273,3.73351e-05,0.000918417
23,66,0.414745,3.86979e-05,0.000919436
23,67,0.409212,4.00878e-05,0.000920546
23,68,0.403671,4.15035e-05,0.000921754
23,69,0.398123,4.29425e-05,0.00092307
23,70,0.392566,4.44015e-05,0.000924505
23,71,0.387001,4.58756e-05,0.000926068
23,72,0.381426,4.73587e-05,0.000927772
23,73,0.37584,4.88429e-05,0.000929628
23,74,0.370242,5.03181e-05,0.000931648
23,75,0.364632,5.17723e-05,0.000933844
23,76,0.359008,5.31907e-05,0.000936229
23,77,0.353369,5.45558e-05,0.000938814
23,78,0.347714,5.58472e-05,0.00094161
23,79,0.342041,5.70408e-05,0.000944628
23,80,0.33635,5.81093e-05,0.000947876
23,81,0.330638,5.90216e-05,0.000951358
23,82,0.324904,5.97428e-05,0.000955076
23,83,0.319148,6.02348e-05,0.000959028
23,84,0.313367,6.0456e-05,0.000963207
23,85,0.30756,6.03622e-05,0.000967597
23,86,0.301727,5.99075e-05,0.000972177
23,87,0.295865,5.90457e-05,0.000976916
23,88,0.289974,5.77314e-05,0.000981774
23,89,0.284054,5.59223e-05,0.000986701
23,90,0.278104,5.35817e-05,0.000991635
23,91,0.272125,5.06806e-05,0.000996507
23,92,0.266116,4.7201e-05,0.00100124
23,93,0.26008,4.31382e-05,0.00100574
23,94,0.254017,3.85032e-05,0.00100991
23,95,0.247931,3.3325e-05,0.00101368
23,96,0.241823,2.76511e-05,0.00101694
23,97,0.235697,2.15475e-05,0.00101961
23,98,0.229558,1.50978e-05,0.00102162
23,99,0.223408,8.40012e-06,0.00102292
23,100,0.244409,0.0427734,-0.0465005
24,0,0.755672,0.0427564,-0.0465188
